id,name,text,summary,score
3558,"""Gertrude, the Innocent \""Live well, laugh loud...""","These are much smaller than I thought they would be.  Most supplements like these end up being like horse pills.  I have stopped taking very many supplements or giant vitamins for any reason &#8211; for instance, all of the multivitamins.  They are so large that I feel like I am choking.Most of the time, I have been able to change to gummy vitamins because they are more pleasant and much easier to absorb.  These are said to promote joint health, support joint lubrication, and help preserve joints and maintain cartilage.  Every time they make any of these statements on the package it is asterisked, of course.  Reading the disclaimer that none of these statements have been evaluated by the FDA reminds us that they all should be.  Then we would know what we were getting and what its effects would be.  This is the whole reason for consumer protection laws.I&#8217;m planning to keep using these for awhile in hopes that they will help with my knee troubles.  Right now, I am protecting my knees by not running but that can&#8217;t last much longer.  It is very difficult. I must run.",Small and easy to swallow!,4
3559,"""SC GIRL \""EX-NYC\""""",I DO LOVE THIS BED AND MORE IMPORTANTLY THE DOGS LOVE IT. This bed keeps the pooch or pooches off the floor. It is everything the item description says. I have little dogs and I bought one big enough for both dogs.,GREAT DOG BED,5
3560,Cindy Lee,"A bit light and flimsy feeling, but I suppose you get what you pay for. I would recommend this for medium to small dogs.",lightweight,3
3561,Janette Montana,"Fast shipping.He LOVES the CAT DANCER!My adult cat has never had anything like this - I hate myself for not getting this for him sooner.  I have a cat that acts like a kitten now.  When not in use (so to speak) I have to secure it, reason being is that he like to drag it to his water bowl and put the one end into it, wicking the water out onto the floor.  Hey, it's only water.The Cat Dancer is worth every penny!",Cat Dancer 301 Cat Charmer Interactive Cat Toy,5
3562,Michael Maser,Works great and just as advantageous to my saltwater tank as the uv sterilizers are for my fresh water tanks.,Great product,5
3563,"""DM \""DM\""""","""We got this bone mainly for the \""extreme\"" as our big girl (half lab/half bloodhound) can chew almost anything to pieces.  She makes crumbs of the red Kong toys and so far she has been unable to make a dent in this one.  We decided the \""extreme\"" toys are just right for her.  We have since purchased the extreme ball and flyer for her.""",Kong Extreme Goodie Bone Dog Toy,5
3564,"""Nitty's Mom \""Dog lover\""""","""My family rescued a baby squirrel that had either been abandoned or fallen from the nest, which we couldn't find.  I called squirrel rescue and they said to feed the baby this formula until we could deliver him to the rescue facility.  Well, the baby loved the taste and consistency, and when we brought him to the rescue facility, he was pronounced healthy and \""fat\"". It was delivered overnight and still was cheaper than in a pet store, so Amazon had a hand in saving wildlife!""",Baby squirrel rescue food!,5
3565,Karen B.,It was expensive and did nothing for my pet that was spraying. He didn't seem to notice it at all. I was very disappointed in it.,Feliway Diffuser review,2
3566,Grandma,"Everyone in my building has a dog, so when theseWaggin' Train Jerky Duos Dog Treats, Made with Real Chicken & Sweet PotatoesI split the bag of treats up and distributed them to all of my little testers.  Everyone's tail was really waggin' over these!  Best of all, there isn't a single ingredient in them that you won't recognize - and they are made in the USA!INGREDIENTS - Chicken, Sweet Potatoes, Brown Sugar, Salt, Glycerin, Natural Smoke Flavor, Mixed Tocopherols (essentially vitamin E)Grandma's $0.02 - Treats you can trust that will set their tail to waggin'!Recommended",Definitely Worth Waggin' For!,5
3567,"""EyesLiketheSea \""EyesLiketheSea\""""","Our dogs love these, and whenever we say &#34;hot dog bones&#34; they know what we mean and they will receive them after going out.  They sniff them out if I happen to leave a stray bone in my pocket.  If I can't find these, I buy the small multi-flavored bones.  I try to get these in the huge plastic barrel tub, but sometimes it is cheaper to buy smaller boxes that add up to the weight of the tub.  I did this the last time I purchased on Amazon and it was cheaper to buy smaller boxes than to purchase the barrel..","""Dogs love these little \""hot dog bones\""""",5
3568,"""Anne \""Eclectic Bookworm\""""","""If you are looking for something that does not have any corm or corn by products this is not what you want.  While this is not one of the best brands of food out for our canine family, it is far from the worse.  If you were to compare it to our food, it is fast food for dogs, tasty but not nutritious.  I mix it with the food that she should eat all the time, but will in the bowl until she is starving if I don't mix something that is \""tastier\"" to her.""","NOT THE BEST DOG FOOD, BUT NOT THE WORST.",3
3569,Adrian Ludvik,"""I got the 60w. I was mislead by a review to believe this would be \""very hot.\"" I got it to keep my turtles warm. I couldn't feel any heat from half a foot away. This generates so little heat, I can't see any reason for it to exist.""",60 watts doesn't generate much heat,4
3570,"""K.S. \""Sunshine\""""",Our dogs are crazy over them as they beg us to feed them for their treat. They ate and wanted more ...,Our dogs love to eat them... so therefore I would buy this product again.,5
3571,Mary Jo Rainer,"This is great! We use it when we are cleaning kennels, going on trips, just putting outside for some fresh air. The pets are safe, secure and protected.",Love it,5
3572,"""mb \""mb\""""","I have two of these for my miniature poodles and love the product, which is why I'm ordering a 3rd one for my new puppy (also mini poodle).  I have the 16-oz. sizes, and they are just fine in size for my dogs (each holds 2 cups of dry kibble; 16 oz. of liquid).  These bowls do not slide around, and I have had no trouble sending them thru the dishwasher (bottom rack), altho I wash them by hand and send them thru the dishwasher after every 2-3 hand-washings.  No problem with smell or anything else.  I have a larger one for water.  Very satisfied with this product.  I think you will be, too. mb",excellent dog bowls; dishwasher-safe; no-slip,5
3573,Stephen R. Herndon,I have two dogs ages 10 and 14 and they suffer from dysplacia of the hips for the 10 year old and elbows for the 14 year old. When I combined this with a liquid D-3 (I use the one for humans) the results were dramatic and reduced pain and joint mobility increased.,Excellent when combines with liquid vitaman d-3,5
3574,Karen B.,"I have used this for years on my multiple cat household. My cats have done okay on this.The price is right, and I was glad to find this on Amazon. My Vet charges a bit more but its easierto have this product sent to me.","Merial Frontline Plus Flea and Tick Control for cats and kittens, 6 doses",5
3575,Michelle J. Burnham,Just right for our Maine Coon cats. Not too loud compared to other clippers.,Five Stars,5
3576,Collene,Not needed at all if you use a moisturizing conditioner when you give your dog a bath. Brush your dog often to avoid mats in the first place. I do not like the smell either.,"Bad odor, not necessary",1
3577,"""MamaBear007 \""MamaBear007\""""","Lady, my lab mix, loves this dog food, and she considers it a treat.After a week of mixing it in with her normal dog food,Castor & Pollux Organix Adult Canine Formula, Chicken, Brown Rice & Flax Dry Dog Food, 25-Pound Bag, (to prevent digestive upset), I fed her the Beneful Original exclusively, to see if I could notice a difference in her health and the shininess of her coat.  By time the 15.5-pound bag of Beneful was gone, Lady had lost much of her energy, and her coat had begun to grow dull.  After re-starting theCastor & Pollux Organix, her coat grew shiny once again, and she now has her energy back.While I might still buy the Beneful, it will only be as an occasional treat, not as a replacement for her meals.  I understand that the Organix is quite a bit pricier than this Beneful, but it's also much healthier and worth the extra cost.","Okay as a treat, but this won't replace my dog's regular food",2
3578,April Hughes-Spann,Very pleased. My tank is doing well and my fish are happy. Easy to use and the instructions are very clear. I would highly recommend.,Great product,5
3579,Bill Wiegert,"""I have a 3-inch Electric Blue Acara, juvenile Green and Red Spot Severums, a 2-inch Rainbow Shark, and a juvenile Blue Ram and Keyhole. The Acara, although mild-mannered, is a voracious feeder, and will eat about anything I put in the water (including all the Neons). The Severums are small-mouthed, and like the Ram and Keyhole, will go after flake food, blood worms, and small pellets.I wasn't surprised to see the Acara attack these crisps. But I'm amazed at the smaller fishes' voracity at pecking and pulling at them. They know they taste good, but even though they're not big enough yet to gobble them, they grab them, swim off to a \""hiding place\"", and chomp away like there's no tomorrow.This 8.82 oz container will last us awhile. But I will be ordering more. Excellent price!!Highly recommended.5 Stars.""","Excellent! For large-mouth juvenile and larger, or small-mouth adult.",5
3580,Kristen M. Norton,works great.  Chi's got used to very quicky.  The unit built well to keep out the cold air and keep in the heat.,Works great!,5
3581,J. Boyer,"It's a great concept to in sucking water out of your tank. I have used it for several tank changes and cleanings now and have a few gripes.1. If you use CaribSea Eco Complete substrate, the micro rocks and bits will clog the outake valve.2. The reverse flow where you can add water -- haven't figured out why you would do this as a majority of the tanks are temperature regulated. Your hose water is way colder than your tank, other than to flush the hose out, it's pretty much useless unless you hook it up to your sink and then regulate the temperature that way.3. What a waste of water! It uses expelling water from your hose/sink to suck/propell the water out of your fish tank. To change a 75G tank 20% water, it takes a while to drain out the water. Unless you're collecting the water for watering shrubs/plants, it's going down the drain or pooling up outside in your grass. If you're water conscience, I wouldn't recommend this style of cleaning.With every gripe, there are some sun spots!1. It has impeccable  suction. It can suck up a whole tube of gravel, I usually have to either regulate it with the shut off valve or pinch the cord to release the gravel.2. The bushings and connections are solid brass, not chincy.3. Comes with adapter pieces for different sink/hose types which is very useful.4. Quality of tubing is very nice, soft and hasn't kinked or flattened during storage.I would recommend buying it but just be aware of my gripes above. It may be a deal breaker for you.",Mixed Feelings,4
3582,S. Lipson,"I love this product and find that it works fabulously on my 20 gal tank with typical medium sized gravel. I did however run into manufacturer defects (all exactly the same issue) on 3 units before finally going to a different pet store and purchasing a fourth. All units had a crack in the plastic body seam on the upper most part. The crack did not effect function, but I felt like it was going to crack further or that water might get in the battery compartment, because the crack made a gap in the top cover over the batteries. So it started off a hassle, but I find this works so efficiently and is so easy to clean that I am very glad I stuck with it. I love Amazon, but in lieu of possible manufacturing defects, I would strongly advise buying this in a bricks and mortar store so that you can easily exchange it or get your money back. I did find that when I tried to use the vacuum with only one extension piece beneath the impeller rather than both extension pieces it did jam fairly easily with tiny gravel bits. When I use both extensions I have never had a jam of the impeller. All the debris is captured in the mesh compartment and it is very satisfying to watch it accumulate. One word of advice is to be very careful to not over clean your tank as I did several times in the beginning and probably killed many fish. I was enjoying using this thing so much and found it so easy to use that I both cleaned too diligently and too often before realizing what harm I was doing to the fish's aquatic habitat balance. :( My local pet store manager told me she hated the powered vacuums because you can too easily over clean your tank (too bad I got this info 3 months into my hobby!) and then if you follow up with a water change after cleaning, you'll further dilute the too small amount of bacteria (fish's natural healthy habitat) left in your tank. I was doing that too, and changing or rinsing my filter out as well-all huge mistakes. Painful learning curve for me and even worse for the poor fish. Now I know to not clean as thorough, as often, or to change out more than 20% of the tank water, and to not change the filter at the same time as I clean the tank. Hopefully I will spare some other novice terrible mistakes with this review. For the well seasoned fish hobbyist with an established tank, I think this vacuum will be greatly appreciated for it's efficiency, ease of use, and easy clean up. For those of you who are new to this, do your research before setting up your tank or getting any fish. Read everything you can find and ask a well versed fish hobbyist or reputable pet store employee to teach you everything you need to know up front. Listen well and take notes!","Love this product, but advise to buy in a store...",5
3583,Cara,Still saying this is THE best at helping my shepherd not have the grumbly squeaky tummy which could go into bloat.  I am majorly a fan of this product!,A shepherd's best friend,5
3584,ZZ_Blonde,"I have used this before for red slime algae and it worked ok.  Honestly, I tried more frequent cleaning of tank for about a month and that got rid of the red slime algae and did not have to use this again.  This does work but I use chemicals sparingly if I can.",Was hesitant to use this.,4
3585,Sophia,"This is the same food I get from the fancy pet stores, except I spend less and it comes to my door!",Exactly as advertised,5
3586,Krista Edlen,I have a bulldog mix puppy and these treats have worked great with training. they're small but she seems to love them. Careful not to leave the bag open because they'll get kind of dried out and harder. But I have no complaints and will probably be purchasing another bag of these soon.,Nice pack of treats,5
3587,"""Diana Clark \""D\""""",My bird untied the bridge so she now just uses the hideout to sleep in. Still a good purchase for Punkie our lovebird!,Was and still is nice,3
3588,Eyal Novotny,"Took 1.5 of these containers to get the fleas out of a house we purchased, but we are now flea free. A bit of a pain to vacuum along carpeted edges, but worth the effort.",Flea free but does require some elbow grease and a good vacuum.,4
3589,"""Bea \""book addict\""""","My papillon thinks this is the best bed yet!  I love the way it feels, nice and furry and cuddly - I imagine it feels just as good to my dog.  I've been impressed with its ability to hold shape, provide some security for my dog and she seems to love it.  Overall I have to say that this is probably my dogs favorite bed of all the ones she has ever had (she is five so that's quite a few).  The best part is it doesn't shed all over and you can flip the cushion over.  The only drawback for me was that the smaller size is still a wee bit large for my 10 pound dog, but she doesn't seem to mind.I will definitely be back to buy another one.",My Pap loves it!,5
3590,Melissa Summy,"I love these clips they make it easy to move your dogs tags from one collar to another, great buy",Love it,5
3591,M.McDonough,Huge value for the cost.  The little black bone to put the bags in is a real plus as well.  I will never purchase poop bags from the petstore again.  I have one dog who goes about twice a day and one box of these (700) lasts about 6 months.,Very good deal!,5
3592,"""C. Hamilton \""Latsyrc728\""""","We are getting ready to move and want to make sure that our cats don't carry some of the bad habits over to the new house. We are particularly anxious because they have never moved before. We have had this diffuser plugged in for two weeks now and it does seem to be calming the cats. Their bad behavior is sporadic and includes occasionally spraying and clawing objects. In the past two weeks I have not noticed them doing any of these behaviors. They also seem to be getting along better.The diffuser plugs in easily just like a air freshener plug-in. We have been leaving it plugged in when we are sleeping or away from home since that is when they act out.Due to me being a Vine member, I only have 30 days to do this review. I will update the review after we get moved in with how they do in the new house. Like I said; they are only sporadically bad. So, sometimes they go 2 weeks without scratching or clawing. I really need about 2 more months to fully test their behavior. An update will be coming.Update July 13th:We have now been in our new house for a little over 2 weeks. Unfortunately this product did not continue to work for us. I guess the stress of a move is too much for our cats. They are still hiding, hissing and extremely upset about the move. They have also clawed a new chair while we were away at work. I am hoping that this behavior will calm down. Unfortunately, my Comfort Zone plug-in is almost empty and I am not sure if it would be worth it to continue to use the product. Maybe in a few months when they are more adjusted? For now, I am adjusting this review to three stars. Maybe this works, maybe it doesn't. One month is just not enough to tell.",Seemed to calm my cats-until I moved (read update),3
3593,"""amynicole902 \""amynicole902\""""","Awesome product! This is the third kind of brush I've tried with my dog, and the first she isn't trying to constantly bite. She actually lays down right away when she sees this brush! Oh, and it's very effective at removing hair too.",I can finally brush my dog!,5
3594,M. Torma,"This toy is so cute and my little Shihtzu is going crazy with it.  Even as little as he is, 4#, he is picking it up and shaking it around and having a ball!  Pretty funny to watch.  The only thing I would improve is that I wish the squeakers were a little more sensitive to sound when he walks on it.  He's such a light weight, that it doesn't make a peep even when he runs on it.  He doesn't seem to mind though and still loves it.11-9-2010  UPDATE - Sheldon still plays with every single day.  Even at 5 pounds now, he can haul this thing all over the place and has a great time wrestling it down.  What's funny is when he gets it on top of him and kicks those little legs on it!  Then when he is tired, he curls up on it and lays his little head on the squirrel head.  Adorable!  I bought him the piggie one for Christmas.",Sheldon loves this toy!,5
3595,Pattie.Dery,"I live in West Africa with 5 Shih Tzu and local dog food is not an option so for years I have been making their food until I ordered Purina Beneful.They love it even the fussiest is begging for his turn, no hesitation they all want it and it's good for them.The box arrived packaged well and the price is comparable to buying it at home.",Perfect Product !!!,5
3596,"""T. Bernard \""Dogsrule\""""",My dogs love these and it works well with my dogs who are sensitive to certain grains. Would highly recommend.,Great for dogs with allergies.,5
3597,mac,My dog is happy she can go farther than 6 feet from me and it seems to be well constructed I recommend,Great,5
3598,"""C. Baker \""cbaker\""""","""Maybe my little ugly beast is smarter than I thought she was.  She figured this toy out very fast and it isn't that challenging for her.  You put the treats in and do all the things the instructions say and she goes right to it to get the treats out.One time she couldn't get the little plastic \""bone\"" outof the slot with her mouth or paw but she knew that is what needed to be done to get the treat.So what does she do?  She uses her nose to flip the entire thing upside down and gets all the treats at once!Now if I just put the toy down she thinks she is gettin' some treats and starts spinning away.While it was a bit fun at first, the fact she sees no challenges in this toy makes it hard to recommend it.""",Interesting Toy But Not Hard Enough,2
3599,AquaSox,your dog will never get the eggs out of this thing. the hole is entirely to small. the hide a squirrel is a much better option so go with that,pointless eggs inside,3
3600,"""Linda \""Linda\""""","I have used Bio Spot for almost 20 years.  Although I've heard of reactions to it, I have never seen one.  I've heard of reactions to all the other flea topicals also, even the ones that the vets sell.  I did rescue work for 5 years and used Bio Spot on all those dogs as well as my own.  I have always had 2 or 3 of my own.  And all the dogs have always been in the home, not kept in a yard.  All these years and I've never seen a flea or a tick.  For the past 15 years I've lived in a wooded, rural area.  Just remember that all dogs are different and some will have a reaction.  Watch the dog carefully is my advice.  If you see a reaction, wash the product off immediately.",Used this for 20 years.,5
3601,Alex H,I have a small 5 gallon acrylic aquarium and bought this because it was supposed to be safe for acrylic. It left fine scratches in my aquarium. The scratches are on the inside of the tank so now I'm stuck with them until one day I drain the tank to try and repair it (which is not going to happen anytime soon). Stay away from this.,Left Scratches On My Acrylic Aquarium,1
3602,"""Diane Middleton \""Bookie\""""",This is a big favorite of my many cats...one thing the several finicky ones will eat.. good nutrition at a good price,Liver and Chicken,5
3603,Knox,"I have been using AquaClear power filters off and on for many years.  I rinse, with cold water, these high quality charcoal inserts several times before replacing, thus saving money.  I highly recommend AquaClear and their filter inserts.",AquaClear 50 Charcoal,5
3604,Living4Him,"Found this product while driving through Alaska.  It's our pups absolute favorite and so good, that we continue to order it online (since it's not available in our local stores).  Made of salmon, good for the pups too!","Alaska, woohoo!",5
3605,M. Pierce,"I sprinkle this on my cat's raw food and they gobble it up!  Stinks, but they like it and it's good for them.",Good quality probiotic,5
3606,D. Gleave,"""I was hopeful my 2 indoor cats \""Hannah & Halley berry\"" would love this Tiki Cat food, but they smell it and walk away from it, even my outdoor kitty \""Rusty\"" will not eat it. I am going to give it to my daughter and maybe \""Miss Kitty\"" will like it, sorry I can't give this one a good review. I was hopeful!!!!!!!""",I WAS HOPEFUL,1
3607,Alfred Haraldsen,I Like that I can carry the bags in my pocket and retrieve them easily to pick up after my dog,Easy carry. Poop bags,5
3608,Mary E Story,My puppy loves it!,Five Stars,5
3609,R. Garrelts,"I have a French Bulldog that has developed food allergies and is also a very picky eater. In our quest to find him a food that was good for him and he actually liked eating I stumbled on Taste of the Wild at a local specialty dog food store. I decided to give TotW a chance after trying Canidae and realizing that the protein content was too high for my Frenchie.After switching to Taste of the Wild I immediately noticed an improvement in my pups stool - nice and firm and only 2-3 movements per day. Vice 5+ movements on Nutro and Canidae. My Frenchie's notorious gas was also cut way down. I supplement his dog food with all-natural unflavored yogurt too and this helps cut down on the gas greatly. After a few weeks I also noted that my dog's coat is soft and shines.Another positive to Taste of the Wild is that their formulas are similar enough between Hi Prairie, Pacific Stream and Wetlands Canine that I can rotate the menu a bit and keep my pup happily chomping down on his food. Previously my dog would tire of the same dog food after only a few weeks.For anyone with a dog with food allergies I highly recommend Taste of the Wild. Not only are their formulas grain free, but they also use unique sources of protein. For example duck instead of the more readily available chicken as a major protein source.",Frenchie Approved,5
3610,Kate F.,"""The second my pup spotted this in a pet store it was love at first sight ... he had to have it! I got it a few months ago and its endured almost daily, very rough play between my 65 pound dog and his 60 plus pound \""cousins\"" without so much as a scratch. They love to play tug-a-war and even just chase it and play keep away by carrying it around by the rope (awesome to watch). I highly recommend this to owners with very active, destructive pups ... you wont be disappointed!""",LOVE IT!,5
3611,"""Celeste \""Vodka, Apple Pucker & Sweet 'n' Sour\""""","For it to work, she has to eat it. I don't consider Kitty extremely picky. She will eat most treats that I offer her. These LOOKED like something she would eat. I was surprised when I found out she didn't like them. How did I find out she didn't like them? I found one on my 14 month old daughter's mouth. Apparently, she wasn't bothered by the Kitty slobber. Luckily, I found it before she was able to bite it or swallow it. So, for me, these are no good. Of course, I can't testify to how they work, because they won't work if your cat won't eat them and they are not formulated for human babies.","First, she has to eat it.....",1
3612,DJ Deathwish,"You know what I love about these treats? They actually look like chicken breasts, because they are. No pressed meat with added chemicals, this is the real deal and my dogs love them.",Pack N' Pride Chicken Fillet Treats,5
3613,trainersteven,"these were poorly packaged, and slightly larger than what they should have been the edges are frayed but made it work in my sons tank, and everything seems to be going well",Slightly Larger but OK,4
3614,K. Rudisill,"My Mother moved in with her 2 dogs that are outside several times a day, and even though she puts flea control medicine on them, I started to find fleas on my 2 cats. Last year the fleas were uncontrollable, and even though my cats never go outside, I purchased Bayer Advantage for them. It worked great...we got the flea problem under control. I never want to go through that mess again, so I use the Advantage II year-round.",No Tolerance for Fleas,4
3615,tulie girl,Dogs are fans of chicken jerky and these are also on the love them list. Not so hard they choke.,Dogs Like These,4
3616,"""W. Briggs \""thedude\""""",Dogs LOVE this bed.  Our dogs are ~60lbs and they fit perfectly in the bed.  It's cozy for them.,couldn't be happier!,5
3617,Lauren Griffith,This helped keep the peace and restore calm  to the house when I brought in a new kitty. Definately worth a shot if you need to reduce stress in the home.,Helps,5
3618,Nana,"Although Spunky is my fun loving guinea pig, he enjoyed playing with the rabbit size woven ball. It was a challenge to climb and a lot to chew upon giving his teeth a good work out. He will get another for exercise purposes in the future.",Spunky's Mountain,4
3619,"""ANIMAL~Lover \""MG\""""","Works great for those rainy days.  I had to train my dogs to pee on it outside first, then when it was raining I cleaned it out and moved it inside but I had to close the doggy door to force them to go on it. Now they use it every time it rains.",Works great for those rainy days.,5
3620,nathan,"We have a cockapoo (16lbs) and he doesn't pick up a lot of dirt when we take him for walks. He gets around 2-3 miles a day so he does pick up some dirt here and there, specially when he's running around the park and lying down. This is great as a quick wipe down to keep his fur clean and smelling well. We have to use 2 wipes at a time because they're not too moist so one will dry up by the time we're done with his head, neck and front legs. It's not a big deal though since they're pretty affordable and work really well. One gripe is that the top cover is really difficult to close. You have to press down pretty hard and I feel like I'm pushing the solution out of all the wipes when I do so. Kind of annoying but meh, it's not a deal breaker.",Yeah just what we needed for our dog!,5
3621,Amazon Customer,"I've used it twice. The shampoo was fine, it does not have much odor, which I like, but it didn't seem to make my dog less itchy. Maybe the cause of my dog's itchiness (not sure what it is) is not treated by this product. I did not shampoo twice, only once for about five minutes. I'll continue to use it. It lathers well.",Fine but didn't reduce my dog's scratching,3
3622,Frank Hoeft,"I really like this light, I Have it in a standard 29gal, and love that I no longer have to move my light around on my glass tops at feeding time.  Brightness its so-so, great for viewing, but I don't think it would work for a planted tank.  I havent had any lights burn out or leakage so far, so I'll keep my fingers crossed.  I also added the 17 in version of this to the back of my tank, looks great.",Unobtrusive,5
3623,Furniture maker,With a new lab puppy the first ball lasted about 4 weeks.  Puppy especially liked it once his jaw got big enough to squeak it.,Puppy loves them,5
3624,ematarese,"My cats even like to go sleep inside it, if I leave the door open.They think of it as a refuge from noise, and maybe from each other.And getting them to think of it this way really makes it easy for transporting them whennecessary.  It doesn't look out of place in the Family Room, so often I have have put it in the cornerafter coming back from the vet's.  Invariably one of the cats will climb in an curl up.  This was a good buy!",Nice little house,5
3625,Carrie,"In my search for a canned cat food that will please all of my 5 cats, I decided to try this brand because of the excellent ingredients listed in the product description.The cat food fills the can & isn't smelly; however, only my 1 yr old cat will finish her plate.  My 2 yr old cat won't touch her food & my senior cats will nibble at their portions & then walk away.This isn't the first brand these cats have rejected, so your cat may be different.  So far I've tried Caster & Pollux canned (2 varieties) & Friskies - all with mixed results.  All five cats eat Castor & Pollux dry food with no complaints.",Good Ingredients. 1 of 5 Cats Will Eat the Food.,4
3626,Fresh,This product was all right and it is an item that I recommended some people buying.  Do not buy this unless you know your cat plays with these items.,Decent,2
3627,Melissa Rosario,Ample volume to fit 2 cups of kibble inside to feed an entire meal.  My dogs are 55lb.  I let them eat and when empty I take away the mushroom.  They have managed to work off the mushroom &#34;cap&#34; every once in a while and start chewing on the screw joint that holds it together - which would ruin it pretty quickly.  Easy to wash and clean.,Take it away when empty,4
3628,M. E. Jones,"Having lost 50% of her body weight over six years-- despite stabilization of her hyperthyroidism in 2009--my 16 yr old cat was on her last life last summer.  Her nose streamed constantly, she vomited daily, did nothing but sleep, ate practically nothing.  For six months she was to the veterinarian monthly for hydration and steroid injections.  In August, when she was barely clinging to six pounds, I switched her over to Wellness kitten food, both canned and dry in an effort to maximize her calorie intake.  I researched all the cat foods, and Wellness was no grain, high in anti-oxidants, no by-products, and 18% fat content (canned is 17% fat), vs about 7% fat in premium adult cat foods).Amazingly, over a couple of months, she stabilized.  Her appetite increased and her vomiting decreased to a currently once or twice a week--which, as a cat lover, you already know--is par for the course.  She became more alert and wakeful, more her loving old self.  Today I took her to the veterinarian for the first time in six months--her semiannual blood work was due--and she'd gained 1/2 pound!!!  What a milestone!  This was the first weight gain she's experienced in many years, and the only thing I can attribute it to is the Wellness kitten food.That, or yet another life kicked in",A true life saver for old 'puny' cat,5
3629,"""MickeyT \""MickeyT\""""","The balls are a bit hard and are hard to open but that is so the cats can not just open them and get the treats out without working for them. This ball, if you cart takes to it, will have them running around for exercise just to get the treats that are in the ball. Recommended by vets.",Vet recommended exercise but balls are a bit hard,3
3630,trevor,My dog has a problem chewing on easily accessible items when he is bored. I spray some of the apple deterrent on the items and i haven't seen him go back to chump some more. However it may just be cause i cant catch him. Also i drenched one of his toys in the product to see if he wouldnt chew it. he chewed it but he did not look like he was enjoying it though. good but not that strong. a very mildly sour taste.,works but may not work,4
3631,Diana,"In rotation with her other dry foods, kitty loves this. I like the raw nuggets mixed in (so does she).",Kitty loves this,5
3632,skarp,"This is a change in my review.  It's my own fault for not looking at the clear photo of the ingredients included on the page, but I didn't realize this was not 100% Salmon Oil, like other products I've bought on Amazon for the same price.  Vegetable oil is the second ingredient, and that could mean it's 5% or as much as 49% of the product.  I don't know!  But I feel cheated, and I won't buy it again.I'm giving this to a friend who doesn't give any oil to his dog at all, so it's better than nothing for him, but I'm making sure today to buy an oil that's 100% Salmon Oil for my pets who are on a raw diet.",Not 100% Salmon Oil,2
3633,Julianne,"Great duvet to stuff all of your old clothes, towel, even dog toys no longer suitable for play. Cover is durable and comes in great patterns. I have three in my house and every dogs loves to curl up and take a nap on one. Easy to wash and colors are not fading at all!",LOVE Molly Mutt,5
3634,"""Deborah Slocumb \""Debbie\""""","""We have 3 cats and I'm always trying to find something they will like. Most of the time they look at me like, \""I hope you can get your money back\"". But they actually like this product. It is Houdini's favorite. He likes to sleep in it and keep Shadow and Sprite out. Add catnip and they go crazy. I may have to get another one.""",Fun for the cats,5
3635,"""Krupin2 \""2_Hyper\""""","This is an excellent product - I am currently using it in a 50 gallon round water feature. At first I thought it would be too much power but its perfect - the fountains are high quality! Much better then the little 100gph found I had in here before. Its full adjustable. The filter keeps out large debri, the fountain heads are high quality, and it has extra power/ability to run a seperate hose to a small frog that shoots water from its mouth in addition to the fountain itself. Highly recommend! Much cheaper then Lowes/HD products - same thing would run over $100!",Excellent water feature pump with quality parts - fully adjustable,5
3636,MYW,"Front is too low and the cat who was pooping over the sides of my old box and kicking out litter, just does it out the front now.  I had to put a plastic guard in the front to raise the front a bit. Recommend if your problems and reasons for looking at it are to keep matter of any kind in, look at one with a higher front too.  Good news is that walls are protected in the bathroom now.",Its okay but the front is too low so things get kicked out or plopped out the front,3
3637,Happy To Be Here,"Some cats aren't affected by catnip, I'm happy all of ours are! We have had some in the past that just are not interested. Catnip makes kitty playtime more fun to watch. I have some of the regular dried catnip, a jar of the condensed pelleted catnip and now this spray.  The spray is much neater and works just as well for the kitties that love catnip. They sniff and roll around on whatever you spray it on. I even sprayed it inside the tiny box it was shipped in and the cats kept trying to chew the box and squeeze inside. My husband was annoyed when I walked past him and sprayed his pant leg.... the cats kept hopping up on his lap while he was trying to read, licked wet spots on his pant leg (hahaha), and kept clawing and rolling around on his lap! Yes, I'm easily amused.:DWorks great to get them up and moving, they get frisky and playful. Catnip is also good to use for old or sick cats that don't seem to be interested in much anymore. I store some of their toys in bags or jars of regular catnip so when they are brought out they will be charged up and ready to go. This spray works great on cat trees, scratchers, pet beds, and toys. With some items always make sure to test on an area that doesn't show first to make sure it will be ok.",Cats love it! :),5
3638,"""Hanzi \""Rromani&Proud\""""","I have had great results with these collars. I had tried other collars that claimed to work for stubborn barkers, but this is the only one that has. I love that they are recharchable. And they really do hold up to wear and tear. I use it on all 3 of my large breed dogs (a Treeing Walker Coonhound, a Rottweiler and a German Shepard/Belgian Malinois X) and it reallg has been a huge help. Obviously, never leave it on for extended periods of time or with metal tags.",The Best,5
3639,"""Larke \""Larke\""""",So far so good.  My lab puppy has not torn this into a million pieces:)  Most toys he is able to destroy in 30 minutes.,Kong Wubba,4
3640,Delos Sheff,"I purchased this, because i have several rabbits and you can't beat the price.  My rabbits ate this just fine.",great,5
3641,Barbara C. Thompson,"Dog has skin allergies, and fur mats easily.  With these clippers I can keep his fur evened up,and he not only looks 100% better, but feels better.  Keeping him clipped helps with the healingprocess.",Excellent clippers,5
3642,"""J. Mactoodle \""mactoodle\""""","Didn't think this one would hold up well, but our Aussie gets a kick out of putting her nose in the ring and carting it around....maybe because it always gets a laugh!",Something different for Doggies!,4
